Id,Concessionaria,AnoDoPnvSnv,TipoDeRadar,Rodovia,Uf,Km_m,Municipio,TipoPista,Sentido,Situacao,DataDaInativacao,Latitude,Longitude,VelocidadeLeve
408,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"64,660",Porangatu,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-13,384849","-49,127955",80
409,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,TO,"791,600",Talismã,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-12,744980","-49,082581",100
410,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,TO,"765,760",Alvorada,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-12,521229","-49,106343",80
411,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,TO,"717,880",Cariri do Tocantins,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-12,103320","-49,186310",100
412,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-153,TO,"692,600",Cariri do Tocantins,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-11,888020","-49,164734",50
413,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,TO,"688,790",Cariri do Tocantins,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-11,856700","-49,149791",80
414,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,TO,"684,630",Cariri do Tocantins,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-11,822468","-49,133432",100
415,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,TO,"678,760",Cariri do Tocantins,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-11,775574","-49,108210",80
416,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,TO,"668,190",Gurupi,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-11,689545","-49,070079",80
417,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,TO,"667,760",Gurupi,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-11,685878","-49,068921",80
418,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,TO,"660,590",Gurupi,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-11,624140","-49,048193",80
419,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,TO,"653,130",Dueré,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-11,559894","-49,026721",80
420,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,TO,"634,220",Aliança do Tocantins,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-11,396368","-48,974738",80
421,ECOVIAS DO CERRADO,2020,Controlador,BR-365,MG,"626,000",Uberlândia,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-18,906404","-48,332923",80
422,ECOVIAS DO CERRADO,2020,Controlador,BR-365,MG,"626,520",Uberlândia,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-18,905964","-48,337785",80
423,ECOVIAS DO CERRADO,2020,Controlador,BR-365,MG,"627,290",Uberlândia,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-18,903439","-48,344564",80
424,ECOVIAS DO CERRADO,2020,Controlador,BR-365,MG,"628,560",Uberlândia,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-18,901461","-48,356681",80
425,ECOVIAS DO CERRADO,2020,Controlador,BR-365,MG,"629,170",Uberlândia,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-18,900505","-48,361980",110
426,ECOVIAS DO CERRADO,2020,Controlador,BR-365,MG,"635,810",Uberlândia,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-18,891811","-48,424400",110
427,ECOVIAS DO CERRADO,2020,Controlador,BR-365,MG,"637,610",Uberlândia,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-18,889142","-48,441237",110
428,ECOVIAS DO CERRADO,2020,Controlador,BR-365,MG,"637,870",Uberlândia,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-18,889145","-48,444055",110
429,ECOVIAS DO CERRADO,2020,Controlador,BR-365,MG,"641,600",Uberlândia,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-18,883260","-48,478578",110
430,ECOVIAS DO CERRADO,2020,Controlador,BR-365,MG,"654,680",Monte Alegre de Minas,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-18,871536","-48,598392",110
431,ECOVIAS DO CERRADO,2020,Controlador,BR-365,MG,"658,780",Monte Alegre de Minas,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-18,889650","-48,629711",110
432,ECOVIAS DO CERRADO,2020,Controlador,BR-365,MG,"685,720",Monte Alegre de Minas,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-18,865178","-48,866696",80
433,ECOVIAS DO CERRADO,2020,Controlador,BR-365,MG,"687,000",Monte Alegre de Minas,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-18,874653","-48,873571",80
434,ECOVIAS DO CERRADO,2020,Controlador,BR-365,MG,"687,750",Monte Alegre de Minas,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-18,876278","-48,880364",80
435,ECOVIAS DO CERRADO,2020,Controlador,BR-365,MG,"690,490",Monte Alegre de Minas,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-18,876702","-48,906334",110
436,ECOVIAS DO CERRADO,2020,Redutor,BR-365,MG,"750,320",Ituiutaba,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-18,946378","-49,457167",60
437,ECOVIAS DO CERRADO,2020,Redutor,BR-365,MG,"750,650",Ituiutaba,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-18,947786","-49,459383",40
438,ECOVIAS DO CERRADO,2020,Redutor,BR-365,MG,"753,390",Ituiutaba,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,963865","-49,478401",40
439,ECOVIAS DO CERRADO,2020,Redutor,BR-365,MG,"753,850",Ituiutaba,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,965184","-49,482543",40
440,ECOVIAS DO CERRADO,2020,Redutor,BR-365,MG,"822,960",Santa Vitória,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-18,875787","-50,122053",60
441,ECOVIAS DO CERRADO,2020,Redutor,BR-365,MG,"869,080",Santa Vitória,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-19,046056","-50,494141",60
442,ECOVIAS DO CERRADO,2020,Redutor,BR-364,GO,"0,900",São Simão,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-19,039620","-50,510909",40
443,ECOVIAS DO CERRADO,2020,Redutor,BR-364,GO,"5,350",São Simão,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-19,013349","-50,542788",40
444,ECOVIAS DO CERRADO,2020,Redutor,BR-364,GO,"6,870",São Simão,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-19,004861","-50,554215",40
445,ECOVIAS DO CERRADO,2020,Redutor,BR-364,GO,"16,050",São Simão,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,955169","-50,623378",60
446,ECOVIAS DO CERRADO,2020,Redutor,BR-364,GO,"21,600",São Simão,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-18,919326","-50,660287",40
447,ECOVIAS DO CERRADO,2020,Redutor,BR-364,GO,"55,350",Cachoeira Alta,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,768132","-50,927046",40
448,ECOVIAS DO CERRADO,2020,Controlador,BR-364,GO,"56,680",Cachoeira Alta,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,757252","-50,932331",80
449,ECOVIAS DO CERRADO,2020,Redutor,BR-364,GO,"58,270",Cachoeira Alta,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,744902","-50,940098",40
450,ECOVIAS DO CERRADO,2020,Redutor,BR-364,GO,"112,690",Cachoeira Alta,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-18,305797","-51,144633",40
451,ECOVIAS DO CERRADO,2020,Redutor,BR-364,GO,"113,620",Aparecida do Rio Doce,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,298209","-51,148596",40
452,ECOVIAS DO CERRADO,2020,Redutor,BR-364,GO,"114,145",Aparecida do Rio Doce,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,294207","-51,151101",40
453,ECOVIAS DO CERRADO,2020,Redutor,BR-364,GO,"158,770",Jataí,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,094240","-51,497227",40
454,ECOVIAS DO CERRADO,2020,Controlador,BR-365,MG,"710,600",Monte Alegre de Minas,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,879425","-49,096326",80
455,MSVIA,2014,Controlador,BR-163,MS,"26,600",Mundo Novo,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-23,876830","-54,321937",100
456,MSVIA,2014,Controlador,BR-163,MS,"27,300",Mundo Novo,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-23,871613","-54,325601",100
457,MSVIA,2014,Controlador,BR-163,MS,"75,700",Itaquiraí,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-23,492776","-54,185490",60
458,MSVIA,2014,Controlador,BR-163,MS,"260,200",Dourados,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-22,243012","-54,770460",100
459,MSVIA,2014,Controlador,BR-163,MS,"269,400",Dourados,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-22,198842","-54,697236",60
460,MSVIA,2014,Controlador,BR-163,MS,"270,700",Dourados,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-22,192938","-54,689831",60
461,MSVIA,2014,Controlador,BR-163,MS,"363,500",Nova Alvorada do Sul,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-21,476968","-54,387384",60
462,MSVIA,2014,Controlador,BR-163,MS,"397,000",Nova Alvorada do Sul,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-21,193144","-54,465419",100
463,MSVIA,2014,Controlador,BR-163,MS,"466,800",Campo Grande,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-20,580802","-54,579087",60
464,MSVIA,2014,Controlador,BR-163,MS,"475,600",Campo Grande,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-20,514983","-54,563330",60
465,MSVIA,2014,Controlador,BR-163,MS,"480,600",Campo Grande,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-20,473340","-54,559409",60
466,MSVIA,2014,Controlador,BR-163,MS,"675,500",Rio Verde de Mato Grosso,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-18,959252","-54,828029",100
467,MSVIA,2014,Controlador,BR-163,MS,"690,600",Rio Verde de Mato Grosso,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-18,834186","-54,813606",100
468,MSVIA,2014,Controlador,BR-163,MS,"253,697",Dourados,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-22,273810","-54,818560",60
469,MSVIA,2014,Controlador,BR-163,MS,"681,397",Rio Verde de Mato Grosso,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,907938","-54,840658",60
470,MSVIA,2014,Controlador,BR-163,MS,"419,867",Campo Grande,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-20,992356","-54,506691",60
471,MSVIA,2014,Controlador,BR-163,MS,"255,795",Dourados,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-22,260629","-54,804010",60
472,MSVIA,2014,Controlador,BR-163,MS,"257,955",Dourados,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-22,258910","-54,784360",60
473,MSVIA,2014,Controlador,BR-163,MS,"258,465",Dourados,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-22,256869","-54,780059",60
474,MSVIA,2014,Controlador,BR-163,MS,"649,060",São Gabriel do Oeste,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-19,162196","-54,759399",100
475,MSVIA,2014,Controlador,BR-163,MS,"421,496",Campo Grande,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-20,977801","-54,504827",60
476,MSVIA,2014,Controlador,BR-163,MS,"5,178",Mundo Novo,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-24,010380","-54,305270",60
477,MSVIA,2014,Controlador,BR-163,MS,"728,974",Coxim,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,514410","-54,737190",60
478,MSVIA,2014,Redutor,BR-163,MS,"527,000",Jaraguari,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-20,097495","-54,437731",40
479,MSVIA,2014,Redutor,BR-163,MS,"548,800",Bandeirantes,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-19,914738","-54,369697",40
480,MSVIA,2014,Redutor,BR-163,MS,"548,412",Bandeirantes,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-19,918343","-54,368549",40
481,MSVIA,2014,Redutor,BR-163,MS,"615,500",São Gabriel do Oeste,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-19,344893","-54,571672",40
482,MSVIA,2014,Redutor,BR-163,MS,"730,266",Coxim,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,503050","-54,733521",40
483,MSVIA,2014,Redutor,BR-163,MS,"680,433",Rio Verde de Mato Grosso,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,916170","-54,838502",40
484,MSVIA,2014,Redutor,BR-163,MS,"526,427",Jaraguari,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-20,102584","-54,439999",40
485,MSVIA,2014,Redutor,BR-163,MS,"614,172",São Gabriel do Oeste,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-19,400625","-54,564441",40
486,MSVIA,2014,Controlador,BR-163,MS,"575,313",Bandeirantes,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-19,679549","-54,350239",60
487,MSVIA,2014,Controlador,BR-163,MS,"254,015",Dourados,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-22,271670","-54,816490",60
488,MSVIA,2014,Redutor,BR-163,MS,"18,536",Mundo Novo,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-23,938400","-54,281068",40
489,MSVIA,2014,Redutor,BR-163,MS,"265,824",Dourados,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-22,219275","-54,723943",40
490,MSVIA,2014,Redutor,BR-163,MS,"420,485",Campo Grande,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-20,986567","-54,506009",40
491,MSVIA,2014,Controlador,BR-163,MS,"17,596",Mundo Novo,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-23,945640","-54,283659",40
492,MSVIA,2014,Controlador,BR-163,MS,"487,480",Campo Grande,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-20,420040","-54,546540",60
493,MSVIA,2014,Controlador,BR-163,MS,"616,568",São Gabriel do Oeste,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-19,382070","-54,576070",60
494,MSVIA,2014,Redutor,BR-163,MS,"617,700",São Gabriel do Oeste,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-19,373270","-54,581459",60
495,MSVIA,2014,Controlador,BR-163,MS,"547,428",Bandeirantes,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-19,927050","-54,366100",60
496,MSVIA,2014,Controlador,BR-163,MS,"218,090",Caarapó,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-22,553860","-54,833060",100
497,MSVIA,2014,Controlador,BR-163,MS,"767,667",Coxim,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,185810","-54,654660",60
498,MSVIA,2014,Controlador,BR-163,MS,"491,800",Campo Grande,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-20,387280","-54,548010",60
499,MSVIA,2014,Controlador,BR-163,MS,"493,276",Campo Grande,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-20,378370","-54,538020",100
500,MSVIA,2014,Controlador,BR-163,MS,"343,345",Rio Brilhante,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-20,387280","-54,548010",60
501,MSVIA,2014,Controlador,BR-163,MS,"308,309",Rio Brilhante,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-21,908173","-54,533093",80
502,MSVIA,2014,Controlador,BR-163,MS,"307,217",Douradina,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-21,908129","-54,533050",80
503,MSVIA,2014,Controlador,BR-163,MS,"725,467",Rio Verde de Mato Grosso,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,544533","-54,746857",60
504,MSVIA,2014,Redutor,BR-163,MS,"727,200",Rio Verde de Mato Grosso,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,530077","-54,741251",40
505,MSVIA,2014,Controlador,BR-163,MS,"413,170",Nova Alvorada do Sul,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-21,051700","-54,498883",100
506,RODOVIA DO AÇO,2016,Controlador,BR-393,RJ,"103,450",Sapucaia,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-21,879046","-42,679691",60
507,RODOVIA DO AÇO,2016,Controlador,BR-393,RJ,"104,000",Sapucaia,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-21,880719","-42,684383",60
508,RODOVIA DO AÇO,2016,Controlador,BR-393,RJ,"143,700",Sapucaia,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-22,046359","-43,000731",60
509,RODOVIA DO AÇO,2016,Controlador,BR-393,RJ,"157,350",Três Rios,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-22,101572","-43,094385",40
510,RODOVIA DO AÇO,2016,Controlador,BR-393,RJ,"175,500",Três Rios,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-22,124125","-43,230130",40
511,RODOVIA DO AÇO,2016,Controlador,BR-393,RJ,"236,600",Vassouras,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-22,417588","-43,681278",60
512,RODOVIA DO AÇO,2016,Controlador,BR-393,RJ,"237,000",Vassouras,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-22,420001","-43,684734",60
513,RODOVIA DO AÇO,2016,Controlador,BR-393,RJ,"238,950",Vassouras,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-22,430588","-43,700519",60
514,RODOVIA DO AÇO,2016,Controlador,BR-393,RJ,"243,500",Vassouras,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-22,431002","-43,740140",60
515,RODOVIA DO AÇO,2016,Controlador,BR-393,RJ,"274,350",Barra do Piraí,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-22,474864","-43,995843",60
516,RODOVIA DO AÇO,2016,Controlador,BR-393,RJ,"232,250",Vassouras,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-22,392608","-43,652209",40
517,RODOVIA DO AÇO,2016,Controlador,BR-393,RJ,"232,330",Vassouras,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-22,392345","-43,652073",40
518,TRANSBRASILIANA,2015,Controlador,BR-153,SP,"30,000",Nova Granada,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-20,542967","-49,330419",60
519,TRANSBRASILIANA,2015,Controlador,BR-153,SP,"60,000",São José do Rio Preto,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-20,797253","-49,355186",80
520,TRANSBRASILIANA,2015,Controlador,BR-153,SP,"62,000",São José do Rio Preto,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-20,812398","-49,356655",80
521,TRANSBRASILIANA,2015,Controlador,BR-153,SP,"89,000",Jaci,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-20,955867","-49,555030",80
522,VIA 040,2010,Controlador,BR-40,DF,"2,000",Brasília,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-15,994078","-47,986100",80
523,VIA 040,2010,Controlador,BR-40,DF,"4,700",Brasília,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-16,018344","-47,980934",80
524,VIA 040,2010,Controlador,BR-40,GO,"11,900",Luziânia,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-16,144233","-47,946132",80
525,VIA 040,2010,Controlador,BR-40,GO,"12,800",Luziânia,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-16,151776","-47,938900",80
526,VIA 040,2010,Controlador,BR-40,MG,"525,900",Contagem,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-19,893179","-44,049811",110
527,VIA 040,2010,Controlador,BR-40,MG,"527,200",Contagem,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-19,904001","-44,048680",110
528,VIA 040,2010,Controlador,BR-40,MG,"529,100",Contagem,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-19,918180","-44,039531",110
529,VIA 040,2010,Controlador,BR-40,MG,"530,300",Contagem,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-19,919257","-44,030989",110
530,VIA 040,2010,Controlador,BR-40,MG,"531,220",Belo Horizonte,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-19,922010","-44,022183",110
531,VIA 040,2010,Controlador,BR-40,MG,"531,800",Belo Horizonte,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-19,923580","-44,017749",110
532,VIA 040,2010,Controlador,BR-40,MG,"534,000",Belo Horizonte,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-19,934738","-44,007665",110
533,VIA 040,2010,Controlador,BR-40,MG,"534,250",Belo Horizonte,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-19,936574","-44,007507",70
534,VIA 040,2010,Controlador,BR-40,MG,"535,170",Belo Horizonte,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-19,945329","-44,008193",80
535,VIA 040,2010,Controlador,BR-40,MG,"535,900",Belo Horizonte,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-19,952277","-44,007077",70
536,VIA 040,2010,Controlador,BR-40,MG,"537,500",Belo Horizonte,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-19,963001","-43,999243",80
537,VIA 040,2010,Controlador,BR-40,MG,"538,200",Belo Horizonte,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-19,968113","-43,994641",70
538,VIA 040,2010,Controlador,BR-40,MG,"539,000",Belo Horizonte,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-19,973105","-43,989851",70
539,VIA 040,2010,Controlador,BR-40,MG,"540,500",Belo Horizonte,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-19,983881","-43,981234",70
540,VIA 040,2010,Controlador,BR-40,MG,"540,500",Belo Horizonte,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-19,983673","-43,982115",80
541,VIA 040,2010,Controlador,BR-40,MG,"543,200",Belo Horizonte,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-19,995968","-43,961251",110
542,VIA BAHIA,2003,Controlador,BR-116,BA,"673,800",Jequié,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-13,867066","-40,112872",60
543,VIA BAHIA,2003,Controlador,BR-116,BA,"817,580",Vitória da Conquista,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-14,822247","-40,816208",60
544,VIA BAHIA,2003,Controlador,BR-324,BA,"522,601",Feira de Santana,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-12,297527","-38,902333",60
545,VIA BAHIA,2003,Controlador,BR-324,BA,"523,529",Feira de Santana,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-12,297527","-38,902333",60
546,VIA BAHIA,2003,Controlador,BR-324,BA,"526,451",Feira de Santana,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-12,318083","-38,875166",60
547,VIA BAHIA,2003,Controlador,BR-324,BA,"613,851",Salvador,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-12,871388","-38,426805",100
548,VIA BAHIA,2003,Redutor,BR-324,BA,"613,771",Salvador,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-12,870888","-38,426805",100
549,VIA BAHIA,2003,Controlador,BR-324,BA,"536,551",Conceição do Jacuípe,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-12,375500","-38,805500",60
550,VIA BAHIA,2003,Controlador,BR-324,BA,"570,801",São Sebastião do Passé,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-12,556944","-38,566166",100
551,VIA BAHIA,2003,Controlador,BR-324,BA,"584,401",Candeias,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-12,635750","-38,478222",100
552,VIA BAHIA,2003,Controlador,BR-324,BA,"611,401",Simões Filho,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-12,851250","-38,419138",100
553,VIA BAHIA,2003,Controlador,BR-324,BA,"527,021",Feira de Santana,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-12,321055","-38,870861",60
554,VIA BAHIA,2003,Controlador,BR-324,BA,"526,996",Feira de Santana,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-12,321055","-38,870861",60
555,VIA BAHIA,2003,Controlador,BR-324,BA,"622,020",Salvador,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-12,929444","-38,469583",80
556,VIA BAHIA,2003,Controlador,BR-324,BA,"622,020",Salvador,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-12,929444","-38,469583",80
557,VIA BAHIA,2003,Controlador,BR-324,BA,"625,500",Salvador,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-12,954695","-38,471467",80
558,VIA BAHIA,2003,Controlador,BR-324,BA,"625,500",Salvador,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-12,954695","-38,471467",80
559,VIA BAHIA,2003,Controlador,BR-324,BA,"625,500",Salvador,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-12,954695","-38,471467",80
560,VIA BAHIA,2003,Controlador,BR-324,BA,"625,500",Salvador,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-12,954695","-38,471467",80
561,VIA BAHIA,2003,Controlador,BR-324,BA,"619,525",Salvador,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-12,910000","-38,458361",80
562,VIA BAHIA,2003,Controlador,BR-324,BA,"619,525",Salvador,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-12,910000","-38,458361",80
563,VIA BAHIA,2003,Controlador,BR-324,BA,"619,705",Salvador,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-12,911833","-38,459222",80
564,VIA BAHIA,2003,Controlador,BR-324,BA,"619,705",Salvador,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-12,911833","-38,459222",80
565,VIA BAHIA,2003,Controlador,BR-324,BA,"623,972",Salvador,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-12,893398","-38,447182",80
566,VIA BAHIA,2003,Controlador,BR-324,BA,"623,972",Salvador,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-12,893398","-38,447182",80
567,VIA BAHIA,2003,Controlador,BR-116,BA,"673,900",Jequié,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-13,867111","-40,112888",60
568,VIA BAHIA,2003,Controlador,BR-116,BA,"909,981",Cândido Sales,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-15,515277","-41,238138",40
569,VIA BAHIA,2003,Controlador,BR-116,BA,"909,700",Cândido Sales,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-15,512388","-41,236805",40
